x,y,z,parity
-1.31,0.19,2.80,2.00
2.20,1.36,-1.26,1.00
0.15,-0.48,-1.51,1.00
0.04,-0.03,-0.58,1.00
-1.56,-0.22,2.83,2.00
-2.62,-0.81,4.60,2.00
-1.18,0.41,1.12,2.00
0.17,0.56,-1.40,1.00
0.30,0.27,0.46,2.00
1.20,1.78,1.11,2.00
-0.32,-1.39,1.17,2.00
-0.58,1.86,3.41,2.00
-0.19,-1.29,0.40,2.00
0.21,0.10,2.47,2.00
-0.68,0.56,-1.05,1.00
-0.06,0.35,-3.56,1.00
0.63,1.93,4.59,2.00
0.21,0.86,-1.41,1.00
3.64,1.17,2.15,2.00
0.67,0.60,0.93,2.00
0.05,-0.30,2.32,2.00
0.14,0.01,-1.38,1.00
0.11,0.20,0.59,2.00
-0.28,0.39,-1.08,1.00
-0.26,0.04,4.04,2.00
0.26,0.63,0.53,2.00
0.22,1.81,-3.86,1.00
-0.57,-3.12,3.15,2.00
0.96,-0.23,1.72,2.00
-0.23,1.11,-0.90,1.00
-1.22,0.80,-2.16,1.00
-0.34,-0.79,-3.81,1.00
-0.16,0.98,-1.24,1.00
0.59,0.26,3.72,2.00
-0.11,0.32,-2.01,1.00
0.18,0.05,0.65,2.00
0.03,0.53,-3.42,1.00
0.18,0.95,1.23,2.00
-1.46,1.08,-1.96,1.00
-0.80,1.18,-3.47,1.00
0.26,-0.26,-1.65,1.00
0.25,0.37,-1.50,1.00
6.46,0.03,-4.35,1.00
0.41,0.15,2.49,2.00
-1.12,0.59,-2.87,1.00
-0.43,1.60,-2.61,1.00
2.46,-1.55,2.25,2.00
1.65,-0.61,2.47,2.00
-1.51,-0.41,4.48,2.00
-0.74,0.36,2.53,2.00
0.18,0.08,-1.36,1.00
-0.56,-1.42,-3.06,1.00
-0.96,-0.55,2.87,2.00
-0.08,-0.26,0.61,2.00
0.04,-1.93,4.05,2.00
-2.21,-0.25,-3.01,1.00
2.39,0.12,2.10,2.00
0.30,-0.07,1.85,2.00
-0.90,1.44,0.84,2.00
-0.23,-1.72,-1.13,1.00
1.85,-0.03,-2.93,1.00
0.24,1.06,-1.06,1.00
0.59,2.05,6.18,2.00
2.39,-0.46,0.99,2.00
-0.28,-0.05,-3.07,1.00
-0.42,0.72,-1.44,1.00
0.02,-0.16,0.52,2.00
0.35,-2.37,-2.61,1.00
-0.31,-0.02,-2.10,1.00
-0.61,0.35,-0.78,1.00
1.43,-0.18,3.20,2.00
-0.80,0.79,-1.50,1.00
-1.13,2.79,-6.94,1.00
1.59,1.02,1.99,2.00
-3.89,-0.72,-3.41,1.00
-0.59,0.42,3.51,2.00
-0.64,0.64,4.10,2.00
1.74,0.17,3.45,2.00
0.31,0.23,3.88,2.00
0.76,0.44,-1.87,1.00
0.01,0.03,0.73,2.00
-0.00,-0.25,-0.39,1.00
-2.66,2.17,4.46,2.00
0.01,2.37,-4.48,1.00
-0.95,0.42,5.89,2.00
-0.76,-1.80,-3.89,1.00
0.34,-0.18,-1.73,1.00
-0.41,0.23,1.41,2.00
0.57,0.34,-1.80,1.00
-1.63,-0.69,1.85,2.00
-0.61,0.32,1.23,2.00
1.00,0.14,0.35,2.00
0.11,1.36,1.52,2.00
-1.51,-2.64,2.03,2.00
-0.14,3.57,-2.13,1.00
0.20,0.03,0.83,2.00
-0.53,0.68,-1.89,1.00
0.04,-0.66,-1.97,1.00
0.11,-0.66,-1.29,1.00
2.33,3.94,-3.50,1.00
0.55,-0.74,-1.81,1.00
3.53,0.03,-4.00,1.00
0.75,0.35,-2.63,1.00
-1.03,1.56,-0.74,1.00
0.09,-1.03,2.63,2.00
1.30,1.26,-1.40,1.00
-0.50,0.87,-1.80,1.00
-0.07,0.59,-7.78,1.00
0.65,-1.94,-3.12,1.00
-0.04,-0.13,3.08,2.00
0.33,-0.77,-0.63,1.00
2.01,0.65,-1.81,1.00
2.69,0.35,-3.17,1.00
-0.03,0.12,-2.78,1.00
-0.65,1.24,1.06,2.00
-0.08,0.47,1.65,2.00
0.08,-0.06,-3.82,1.00
0.90,-0.29,1.35,2.00
0.21,-0.30,-2.90,1.00
-0.12,0.02,-2.67,1.00
0.84,-0.78,-0.77,1.00
-0.47,3.33,-4.79,1.00
-0.88,0.49,1.49,2.00
1.00,1.01,3.98,2.00
-0.48,1.89,-2.08,1.00
-0.50,1.68,-4.79,1.00
-0.89,0.12,-2.05,1.00
0.37,-4.19,-4.23,1.00
-0.03,1.27,-2.01,1.00
-0.30,1.36,-3.94,1.00
0.29,0.09,2.65,2.00
-0.37,0.30,-1.52,1.00
-1.07,-2.21,3.98,2.00
-0.86,2.92,-4.40,1.00
0.91,-1.55,4.93,2.00
-0.69,-0.63,-1.09,1.00
-0.07,-0.61,-0.83,1.00
0.21,0.50,6.38,2.00
0.70,2.01,4.17,2.00
0.19,0.08,1.35,2.00
-0.42,0.66,3.13,2.00
-1.72,-0.86,1.93,2.00
0.39,-0.04,1.50,2.00
-0.11,-0.22,-2.71,1.00
-0.49,0.71,-2.18,1.00
-1.23,-0.31,-5.57,1.00
0.13,-0.03,-2.19,1.00
-0.07,0.28,-0.95,1.00
0.04,0.02,3.67,2.00
0.71,-0.58,3.91,2.00
0.80,-0.30,0.85,2.00
-0.88,-0.03,-3.40,1.00
1.23,-0.46,3.07,2.00
1.33,1.39,2.17,2.00
1.24,1.04,3.51,2.00
0.50,1.14,2.17,2.00
0.33,-0.07,1.46,2.00
-0.89,-0.50,-1.33,1.00
1.17,0.25,2.96,2.00
-0.00,0.02,-0.23,1.00
-2.53,1.34,5.25,2.00
-0.07,2.42,2.26,2.00
0.02,-0.54,-1.84,1.00
-1.06,-0.69,3.72,2.00
-0.90,-2.44,2.79,2.00
-0.61,2.13,1.29,2.00
-0.62,-0.09,2.20,2.00
-0.07,0.90,0.82,2.00
-0.18,0.18,0.87,2.00
0.41,0.08,3.33,2.00
-0.60,-0.65,7.77,2.00
-1.16,-1.33,-3.80,1.00
-1.90,-0.14,1.85,2.00
1.36,1.06,0.45,2.00
0.51,-1.26,-4.73,1.00
-0.44,0.25,1.33,2.00
-0.87,0.15,-2.71,1.00
0.01,0.33,-2.25,1.00
0.12,-1.54,-1.82,1.00
1.16,0.11,-0.91,1.00
-0.78,0.28,2.37,2.00
-1.30,-1.88,2.52,2.00
1.07,2.45,-1.81,1.00
0.50,-0.54,-3.34,1.00
-0.18,0.27,-0.75,1.00
2.42,-0.47,-5.11,1.00
-0.20,-0.58,2.97,2.00
0.37,0.62,-1.70,1.00
1.78,-0.66,1.63,2.00
-0.41,0.26,1.79,2.00
1.16,0.02,0.70,2.00
0.55,0.79,-2.14,1.00
-0.94,-0.13,-0.80,1.00
0.02,1.20,2.19,2.00
-0.30,-2.29,-6.41,1.00
-0.02,-0.01,-1.77,1.00
-0.20,-0.24,0.89,2.00
-0.54,0.09,1.25,2.00
-0.66,0.34,-4.44,1.00
1.00,-0.60,-1.62,1.00
-0.92,-0.85,-1.63,1.00
0.34,0.48,-3.39,1.00
3.75,1.47,-1.99,1.00
0.04,-0.66,0.66,2.00
-3.57,-1.71,-1.72,1.00
0.16,-0.69,-2.88,1.00
0.70,0.32,2.28,2.00
-1.84,1.27,-0.73,1.00
1.61,-1.27,-5.64,1.00
0.28,-0.44,1.58,2.00
-0.15,-0.06,3.54,2.00
0.04,-3.00,-4.13,1.00
0.41,-0.30,1.06,2.00
1.42,0.98,-2.99,1.00
-2.27,-0.81,3.83,2.00
-0.72,-1.14,2.73,2.00
-0.90,0.64,3.13,2.00
0.41,-0.08,0.53,2.00
0.38,-0.29,-0.53,1.00
0.58,0.34,-2.20,1.00
2.41,-1.35,-5.74,1.00
0.48,0.97,2.13,2.00
1.39,1.47,-2.73,1.00
0.69,0.25,-0.63,1.00
-0.00,0.00,-1.97,1.00
-0.11,0.20,-1.85,1.00
-0.29,0.05,1.18,2.00
-0.27,-0.08,3.10,2.00
2.76,2.39,3.86,2.00
-2.30,-0.85,2.59,2.00
0.78,-0.18,-1.10,1.00
0.03,1.21,2.56,2.00
0.76,-0.71,1.92,2.00
-0.12,0.03,1.31,2.00
0.38,1.07,2.97,2.00
0.51,-0.17,-2.09,1.00
0.19,-0.75,-2.10,1.00
4.38,1.60,-2.41,1.00
0.04,0.20,1.27,2.00
-3.77,-0.60,4.00,2.00
0.95,-0.91,1.80,2.00
0.02,0.01,-2.65,1.00
0.22,0.74,2.48,2.00
0.28,-0.50,-2.18,1.00
0.32,-0.14,0.91,2.00
2.08,-0.89,-2.64,1.00
-0.03,0.37,-1.10,1.00
-0.55,-0.25,-2.19,1.00
2.11,-1.04,0.73,2.00
0.21,-0.10,2.02,2.00
1.04,1.26,3.55,2.00
-0.90,-1.09,2.21,2.00
-0.11,-0.07,1.16,2.00
0.67,1.57,4.40,2.00
1.30,-2.05,4.38,2.00
0.89,-0.69,-6.45,1.00
3.68,2.10,-6.92,1.00
0.18,0.06,-2.98,1.00
-1.62,-0.11,5.46,2.00
0.13,0.27,1.95,2.00
0.70,0.42,1.93,2.00
-0.02,-0.02,-0.83,1.00
-0.08,-0.01,0.88,2.00
-0.47,1.70,-5.71,1.00
-2.08,-2.36,2.66,2.00
1.27,-0.42,-3.66,1.00
0.26,0.11,-0.26,1.00
-0.74,0.86,-1.45,1.00
1.05,2.53,-1.95,1.00
0.27,-0.05,3.28,2.00
1.66,0.09,6.72,2.00
-3.05,-3.63,6.76,2.00
-1.08,0.66,-2.45,1.00
0.53,-1.10,3.64,2.00
2.44,0.21,-2.48,1.00
-0.37,-0.21,2.00,2.00
0.14,0.03,-6.70,1.00
-0.03,-0.02,1.59,2.00
0.59,0.04,2.65,2.00
1.01,0.35,3.03,2.00
-1.00,-1.13,2.28,2.00
-0.00,-0.72,3.87,2.00
-3.78,-0.32,6.41,2.00
-0.07,0.30,1.04,2.00
-0.21,0.24,-0.51,1.00
0.84,-0.29,-0.92,1.00
-1.71,0.97,2.08,2.00
0.83,-0.07,0.79,2.00
-0.89,0.33,2.57,2.00
-1.65,1.09,-3.45,1.00
0.30,0.15,3.05,2.00
0.54,1.12,1.32,2.00
-0.25,-0.79,-2.53,1.00
0.20,0.15,-0.96,1.00
-1.05,-2.36,2.92,2.00
-0.09,0.02,-2.04,1.00
0.10,1.03,0.88,2.00
0.02,-0.32,1.64,2.00
0.42,-1.08,-1.45,1.00
-0.33,0.22,1.20,2.00
0.00,-0.01,-1.86,1.00
0.03,0.96,-2.06,1.00
-0.27,-0.13,2.07,2.00
-0.29,-0.29,-1.47,1.00
0.17,1.17,1.72,2.00
0.09,-0.37,2.03,2.00
0.68,-0.67,-2.73,1.00
0.05,-0.11,2.61,2.00
-0.14,2.88,6.32,2.00
0.58,1.19,1.12,2.00
0.21,-0.06,1.71,2.00
0.25,0.11,-3.31,1.00
0.19,-0.62,4.68,2.00
-0.16,-0.61,1.00,2.00
2.87,-0.91,3.97,2.00
0.22,0.09,-3.25,1.00
-0.24,-0.29,3.43,2.00
-0.40,0.43,2.17,2.00
-0.71,0.40,3.26,2.00
-0.34,0.35,2.81,2.00
1.75,1.88,0.85,2.00
-0.48,1.80,3.70,2.00
0.18,1.23,3.66,2.00
-0.30,0.43,-0.84,1.00
0.08,0.25,-3.12,1.00
-0.17,1.26,-3.38,1.00
-0.10,-0.13,-0.64,1.00
0.76,0.78,-3.66,1.00
-0.74,0.23,-1.18,1.00
0.71,-0.04,2.21,2.00
-0.88,0.11,-1.60,1.00
-0.74,0.06,-1.43,1.00
-3.39,2.17,7.01,2.00
-1.92,3.04,-3.61,1.00
0.91,-0.22,-1.77,1.00
0.41,0.14,0.75,2.00
-1.54,0.70,-3.23,1.00
0.15,0.20,1.70,2.00
-0.01,-0.01,-0.95,1.00
0.77,-0.72,0.86,2.00
-0.63,1.07,1.98,2.00
-2.47,3.42,2.86,2.00
1.00,-0.40,-1.85,1.00
0.27,0.06,3.18,2.00
-0.09,0.09,1.46,2.00
0.34,0.18,7.67,2.00
1.68,-2.65,3.86,2.00
-0.29,1.14,-0.74,1.00
0.50,-0.38,0.30,2.00
-0.16,-0.13,2.86,2.00
-0.03,0.00,0.71,2.00
0.01,0.11,-1.94,1.00
0.42,-0.14,-1.85,1.00
0.49,-0.74,1.03,2.00
-1.02,-0.41,-3.87,1.00
-0.27,-0.56,-1.25,1.00
-0.08,-0.85,1.55,2.00
1.40,0.45,-4.70,1.00
0.63,0.48,-4.70,1.00
-1.49,-0.86,3.46,2.00
-0.22,-1.42,2.07,2.00
1.19,1.60,0.51,2.00
-0.46,-1.68,2.05,2.00
0.02,-0.07,-1.10,1.00
-0.78,0.47,1.61,2.00
-0.90,-1.70,2.71,2.00
2.52,0.02,-2.10,1.00
-0.34,-0.16,1.74,2.00
0.52,0.63,-2.04,1.00
0.12,0.23,-4.48,1.00
-0.05,1.44,2.52,2.00
0.12,-2.97,-2.22,1.00
-1.34,0.24,-4.82,1.00
-1.09,-1.22,-2.60,1.00
0.29,1.14,2.13,2.00
-0.09,-0.47,1.80,2.00
0.48,-0.47,0.92,2.00
-1.11,-1.12,-3.46,1.00
-2.44,0.04,2.55,2.00
0.13,0.21,-2.67,1.00
-0.46,0.94,-1.06,1.00
-0.55,1.34,-4.91,1.00
2.66,0.10,3.11,2.00
-0.13,-0.23,-2.01,1.00
-0.22,0.00,-1.70,1.00
-0.30,0.03,-5.42,1.00
-0.04,-0.16,1.22,2.00
0.00,-0.13,-3.33,1.00
-0.76,1.49,2.09,2.00
-0.21,2.26,5.48,2.00
0.34,2.03,-4.08,1.00
-0.23,-0.05,-0.75,1.00
0.14,-0.46,-0.71,1.00
0.08,0.60,4.77,2.00
-0.48,0.22,-0.83,1.00
-0.09,1.18,-3.05,1.00
0.01,-0.57,2.81,2.00
0.39,-0.20,3.12,2.00
0.14,-0.20,-0.91,1.00
0.47,0.85,-0.71,1.00
0.14,-0.13,3.12,2.00
0.48,0.05,4.12,2.00
0.10,0.49,-5.16,1.00
0.12,1.91,1.93,2.00
-0.06,0.02,2.64,2.00
-0.36,-1.02,1.96,2.00
-0.62,0.70,-1.62,1.00
0.64,-0.43,-2.36,1.00
0.26,-0.61,-2.22,1.00
-1.10,-0.47,-2.02,1.00
-0.48,0.52,-1.81,1.00
-2.52,-0.16,-3.59,1.00
-0.21,-0.32,-0.66,1.00
0.46,0.50,-0.64,1.00
1.87,1.35,-5.74,1.00
-0.82,0.52,-2.87,1.00
1.25,-0.08,1.23,2.00
-1.05,-2.28,2.86,2.00
0.10,0.25,1.63,2.00
-0.35,-1.31,-2.41,1.00
0.50,1.05,-1.70,1.00
0.10,0.72,-3.00,1.00
-0.83,0.19,3.11,2.00
0.84,3.57,-5.08,1.00
0.10,0.23,2.75,2.00
1.33,-1.15,-4.38,1.00
0.81,0.44,-2.30,1.00
0.01,1.04,-0.60,1.00
-0.37,-2.17,2.37,2.00
-1.24,-1.66,1.10,2.00
-1.33,0.42,-1.26,1.00
0.73,-0.44,2.10,2.00
0.11,0.26,3.49,2.00
-0.12,-0.04,-1.87,1.00
-2.05,0.10,-2.90,1.00
-3.88,4.67,-3.62,1.00
-2.49,-0.01,-3.72,1.00
0.02,0.15,-0.64,1.00
0.76,-0.66,3.11,2.00
2.08,0.31,-2.84,1.00
-0.51,-0.57,0.67,2.00
0.25,0.65,4.51,2.00
1.11,1.66,4.31,2.00
0.03,0.03,1.16,2.00
0.57,-0.07,-3.02,1.00
1.92,2.22,4.06,2.00
0.07,-0.35,-0.94,1.00
-0.03,-0.76,0.75,2.00
-0.40,2.46,-3.29,1.00
-0.97,0.69,2.72,2.00
-0.14,0.00,-2.73,1.00
-0.58,-0.03,4.01,2.00
1.63,1.03,2.11,2.00
-0.53,0.06,-3.42,1.00
3.10,2.10,2.53,2.00
-0.32,-0.13,-1.56,1.00
1.01,1.45,0.79,2.00
-0.79,-0.57,-2.63,1.00
-1.58,1.57,3.77,2.00
1.04,0.86,-1.60,1.00
-0.10,-0.06,0.73,2.00
1.58,0.93,-3.59,1.00
0.09,0.37,-6.14,1.00
-1.83,-0.95,-3.11,1.00
-0.38,-0.93,-1.05,1.00
-0.28,-1.08,-4.01,1.00
-0.24,0.09,-3.25,1.00
0.26,0.11,-0.37,1.00
-0.74,0.01,-1.26,1.00
-0.15,0.22,-3.62,1.00
-3.22,1.11,2.05,2.00
-0.22,0.46,3.35,2.00
2.02,-0.65,-2.55,1.00
1.21,-0.96,1.04,2.00
0.26,1.36,-1.64,1.00
1.53,-0.84,2.84,2.00
-1.14,-0.93,3.94,2.00
0.11,1.66,-1.87,1.00
0.73,-1.63,3.04,2.00
-0.12,0.02,1.10,2.00
0.01,-0.01,-2.80,1.00
-0.05,-0.44,-3.80,1.00
1.17,0.98,-0.98,1.00
0.72,0.36,-2.44,1.00
0.10,0.97,-0.82,1.00
-0.29,0.16,-3.56,1.00
-1.22,0.85,-1.38,1.00
0.17,-0.98,3.32,2.00
-0.07,0.11,1.52,2.00
0.37,-0.61,1.31,2.00
2.83,-2.53,3.13,2.00
0.15,1.47,5.22,2.00
-0.45,0.86,-3.02,1.00
0.22,-0.73,-4.13,1.00
-0.14,0.07,-2.06,1.00
-0.82,-0.80,-2.38,1.00
0.08,0.12,-0.91,1.00
0.17,0.19,0.66,2.00
0.75,1.24,-1.97,1.00
-0.50,0.51,-1.89,1.00
1.56,-0.56,-3.03,1.00
0.61,-0.14,-2.68,1.00
-2.31,3.91,4.38,2.00
1.36,-0.89,-2.88,1.00
-0.15,0.27,-0.52,1.00
-3.21,0.46,3.25,2.00
0.96,-0.36,-3.28,1.00
-0.46,0.90,4.82,2.00
0.96,0.69,-1.64,1.00
-0.76,-0.20,-1.82,1.00
0.14,-0.45,2.80,2.00
1.70,-0.11,1.11,2.00
-0.44,0.40,-1.31,1.00
-0.01,-0.30,-1.36,1.00
-1.98,1.54,-2.70,1.00
-4.57,-1.19,-5.01,1.00
-1.40,-0.83,1.18,2.00
-2.58,-0.48,4.42,2.00
-1.29,0.81,-1.63,1.00
0.25,-0.36,-1.95,1.00
2.56,-1.19,3.54,2.00
-1.20,-0.36,5.37,2.00
1.35,2.66,-2.14,1.00
-0.01,0.03,-1.70,1.00
0.05,0.32,4.93,2.00
0.04,0.21,2.29,2.00
-0.00,0.04,4.49,2.00
-2.81,-1.57,5.50,2.00
-0.17,1.09,1.77,2.00
-0.87,-0.48,-2.10,1.00
0.40,-1.45,-4.17,1.00
3.39,-2.59,-4.05,1.00
0.83,-2.11,2.11,2.00
-0.07,-0.10,-1.84,1.00
-0.45,0.46,1.80,2.00
-0.15,0.01,-0.57,1.00
0.01,0.02,1.99,2.00
-2.53,-0.04,-1.61,1.00
0.80,-0.53,1.20,2.00
-0.12,0.10,-4.52,1.00
0.91,-0.14,2.25,2.00
-0.46,0.90,4.91,2.00
-0.69,-0.87,-2.96,1.00
-0.89,1.54,2.95,2.00
-0.71,1.16,4.29,2.00
1.71,0.33,-1.50,1.00
-0.12,-0.43,-1.47,1.00
0.54,-0.15,-1.42,1.00
-0.34,-0.52,-2.19,1.00
-0.19,0.31,-1.98,1.00
-1.20,0.24,2.17,2.00
0.51,-0.59,-1.52,1.00
-0.53,-1.71,-1.93,1.00
1.21,0.65,2.93,2.00
-0.43,0.33,1.15,2.00
0.34,1.76,-2.29,1.00
0.32,0.67,-4.85,1.00
-0.35,-0.87,2.12,2.00
-2.07,1.98,-1.61,1.00
-0.40,1.77,5.15,2.00
-2.52,-2.06,1.49,2.00
-0.25,0.17,-7.67,1.00
0.09,-0.13,3.38,2.00
-0.77,0.23,-1.29,1.00
0.60,-0.07,-1.60,1.00
-1.97,-1.81,-4.52,1.00
0.43,-0.34,2.27,2.00
0.31,1.76,4.40,2.00
0.17,0.22,-1.34,1.00
0.90,0.80,0.82,2.00
-1.11,-0.53,1.03,2.00
0.28,-0.98,6.32,2.00
0.63,-0.37,-2.65,1.00
0.32,2.55,-3.74,1.00
1.08,-1.07,-4.78,1.00
0.01,-0.48,-0.63,1.00
-0.79,0.45,3.56,2.00
1.23,0.41,-3.95,1.00
-1.68,-1.37,-4.39,1.00
0.37,0.67,4.31,2.00
0.17,-0.34,-4.25,1.00
-0.84,-1.37,-0.78,1.00
0.23,0.18,3.35,2.00
-0.33,1.01,-3.25,1.00
0.33,-0.26,1.19,2.00
0.02,0.44,0.83,2.00
1.34,-0.68,-4.89,1.00
-3.28,-3.19,-3.51,1.00
-0.02,0.68,-0.89,1.00
-1.18,-0.21,1.76,2.00
-0.15,-0.04,1.71,2.00
-3.24,0.21,4.97,2.00
0.49,0.02,-1.55,1.00
0.08,-0.49,0.40,2.00
-0.70,0.75,2.68,2.00
-0.35,-0.05,1.72,2.00
-6.88,-0.56,-6.92,1.00
0.02,-0.11,-1.30,1.00
0.00,-0.04,3.06,2.00
0.15,0.02,2.41,2.00
0.24,-0.21,0.54,2.00
-0.08,-0.19,-0.80,1.00
0.89,2.18,1.59,2.00
0.29,-0.12,-1.34,1.00
0.03,0.02,-1.95,1.00
-4.22,2.73,4.63,2.00
0.79,0.32,5.34,2.00
-0.48,-0.57,-0.40,1.00
-0.80,-4.47,5.64,2.00
-1.99,-2.95,-3.52,1.00
0.58,-1.07,-3.12,1.00
1.14,-1.36,1.43,2.00
0.48,3.60,2.31,2.00
0.55,2.83,-3.31,1.00
-0.22,0.10,-2.73,1.00
2.28,0.02,-1.82,1.00
-0.20,0.21,-0.41,1.00
-0.57,-0.02,1.33,2.00
-3.06,4.95,-1.95,1.00
-0.50,0.87,-0.73,1.00
1.13,0.10,2.20,2.00
-0.87,0.35,-2.86,1.00
-0.89,0.15,6.21,2.00
-0.13,0.19,-0.58,1.00
-0.24,-0.04,-3.11,1.00
-0.81,0.37,-4.33,1.00
1.26,0.69,2.11,2.00
-0.51,-0.05,1.65,2.00
-0.24,-0.08,1.58,2.00
3.12,-2.85,-8.22,1.00
-0.51,1.21,-1.01,1.00
-0.47,4.35,3.24,2.00
-1.66,-0.96,-3.08,1.00
-0.06,-0.03,0.74,2.00
1.72,1.68,2.04,2.00
0.40,-0.07,1.12,2.00
-0.06,-0.02,-0.83,1.00
-0.14,0.02,1.32,2.00
-0.75,-1.10,-1.19,1.00
0.48,0.08,-1.98,1.00
0.08,-0.35,-0.41,1.00
0.76,-1.45,2.44,2.00
-0.65,-0.30,-2.02,1.00
0.17,1.81,4.81,2.00
0.15,0.48,1.19,2.00
2.63,-0.90,-3.10,1.00
-2.07,-1.46,6.28,2.00
0.03,0.01,-0.29,1.00
-1.63,-0.14,-2.22,1.00
-2.18,1.23,-1.78,1.00
0.67,-0.13,-1.29,1.00
-0.00,0.00,-1.76,1.00
0.10,-0.14,0.70,2.00
0.03,0.24,1.42,2.00
0.63,0.19,1.21,2.00
1.24,0.09,2.47,2.00
-0.05,-1.80,-1.60,1.00
-1.06,-0.08,-2.16,1.00
0.06,-0.15,-4.26,1.00
-1.43,-0.75,1.34,2.00
3.70,-1.78,-2.03,1.00
1.06,0.38,-3.78,1.00
-1.66,0.38,1.82,2.00
0.15,-0.69,5.73,2.00
0.41,1.04,-1.44,1.00
-1.72,-0.45,-3.59,1.00
-2.71,-0.16,-4.40,1.00
0.56,0.47,5.93,2.00
1.30,-0.90,-2.84,1.00
0.02,0.05,-4.69,1.00
-1.81,1.34,-1.95,1.00
-0.05,-0.17,3.20,2.00
0.09,-0.03,-2.20,1.00
-1.58,0.56,-2.68,1.00
0.16,-0.46,1.62,2.00
-0.61,1.38,1.29,2.00
-0.04,0.15,-1.29,1.00
-0.04,-0.03,1.39,2.00
-2.81,-0.67,-3.91,1.00
-0.68,-0.08,2.38,2.00
-0.85,-0.50,-2.05,1.00
-1.66,-0.18,2.84,2.00
0.20,0.60,-2.22,1.00
0.54,0.74,1.64,2.00
0.67,0.98,0.60,2.00
-0.92,-0.76,3.83,2.00
-0.76,-0.08,2.43,2.00
0.78,0.04,1.60,2.00
0.92,-0.59,1.52,2.00
-0.35,0.48,0.81,2.00
-0.21,-0.07,-0.66,1.00
0.10,-0.02,2.56,2.00
2.86,-0.42,-5.30,1.00
-0.01,-0.00,-1.50,1.00
0.13,-0.00,3.95,2.00
0.54,1.21,3.64,2.00
-0.69,0.53,-1.55,1.00
0.02,0.39,-3.41,1.00
-0.62,-0.04,2.08,2.00
1.39,-4.19,-3.53,1.00
-0.24,-1.97,-1.19,1.00
-0.41,-0.35,-1.44,1.00
-1.56,-0.65,-1.53,1.00
0.97,3.57,1.86,2.00
-0.05,0.01,-2.71,1.00
-0.04,0.78,-2.34,1.00
-1.00,-2.37,3.30,2.00
-2.28,-0.91,4.60,2.00
-0.18,-2.29,2.60,2.00
1.74,-0.27,-2.43,1.00
0.48,-0.18,0.77,2.00
-0.03,0.19,-1.64,1.00
0.63,0.32,2.36,2.00
-1.32,0.86,1.24,2.00
-0.00,-0.60,-1.13,1.00
2.70,2.41,-0.86,1.00
-0.26,0.17,-0.44,1.00
-0.22,0.25,-0.98,1.00
-4.41,2.15,6.68,2.00
-0.04,0.68,0.52,2.00
3.14,-1.06,-3.38,1.00
-0.71,1.10,-0.70,1.00
0.07,0.02,2.38,2.00
1.96,-4.57,-2.38,1.00
-0.63,0.07,-0.41,1.00
0.21,-0.01,1.51,2.00
0.24,0.66,-1.52,1.00
-1.85,0.40,1.91,2.00
-0.13,0.66,-1.07,1.00
0.16,0.08,-1.92,1.00
-1.33,-2.58,2.72,2.00
-0.05,0.05,-1.35,1.00
-1.19,0.93,5.22,2.00
1.58,-0.22,-2.84,1.00
0.06,0.50,-0.87,1.00
0.26,-0.06,0.85,2.00
-1.51,0.90,-1.76,1.00
0.72,0.59,-2.76,1.00
0.19,0.27,-1.54,1.00
-1.07,0.38,-0.86,1.00
-0.71,3.92,5.52,2.00
0.54,0.08,3.48,2.00
0.58,3.23,-1.35,1.00
-0.26,0.54,-2.69,1.00
-0.14,-0.91,3.53,2.00
-1.00,1.03,0.94,2.00
2.46,0.65,3.31,2.00
-1.51,-0.26,2.64,2.00
0.17,4.26,3.42,2.00
-0.16,-0.06,0.51,2.00
-0.73,-0.89,0.93,2.00
0.70,1.85,0.52,2.00
0.00,0.20,-1.45,1.00
-0.01,-0.23,2.21,2.00
0.32,0.30,0.48,2.00
-0.25,-2.42,-3.69,1.00
0.68,0.31,1.55,2.00
-0.14,-0.34,0.84,2.00
-0.50,0.87,2.80,2.00
0.14,0.14,2.95,2.00
-0.21,-0.25,-0.58,1.00
2.45,3.19,-3.06,1.00
-1.02,6.10,-3.29,1.00
0.50,0.09,-1.90,1.00
-0.01,0.02,-1.77,1.00
-0.14,1.14,1.73,2.00
-2.62,-3.02,3.57,2.00
-0.65,0.61,-1.50,1.00
1.02,2.72,-2.67,1.00
0.51,-0.04,0.51,2.00
-1.03,1.30,-3.11,1.00
-0.14,0.04,-2.73,1.00
-1.58,-1.60,-3.46,1.00
-0.45,-0.11,-3.34,1.00
0.64,-3.40,7.34,2.00
1.95,-1.33,1.71,2.00
-0.27,1.54,-7.95,1.00
-0.80,-0.09,-1.22,1.00
-1.11,-0.06,2.34,2.00
0.25,-0.04,-1.17,1.00
-0.55,3.08,-5.24,1.00
0.62,0.69,-2.09,1.00
0.11,0.08,-4.61,1.00
-0.08,-0.83,-3.44,1.00
-0.08,-0.07,3.60,2.00
0.61,0.63,-1.30,1.00
0.10,0.20,-1.14,1.00
1.46,-0.75,-4.49,1.00
-2.28,2.28,-1.98,1.00
0.39,-0.34,-3.28,1.00
0.02,0.02,2.56,2.00
0.92,0.54,2.74,2.00
-0.09,2.40,4.04,2.00
-0.52,0.23,5.54,2.00
-1.30,-1.76,-4.66,1.00
0.06,-0.29,0.24,2.00
-0.60,0.39,2.79,2.00
-0.34,1.17,4.51,2.00
-0.21,-0.03,-1.72,1.00
0.36,-0.09,2.25,2.00
